Rank,Game Name,Publish Year,Platform ID,Genre ID,Publisher ID,NA_Sales,EU_Sales,JP_Sales,Other_Sales
15267,Shinken de Watashi ni Koi Shinasai! R,1/1/2012,18,1,434,0,0,0.02,0
15268,Whiteout,1/1/2002,17,7,382,0.01,0.01,0,0
15269,Shiratsuyu no Kai,1/1/2013,20,2,333,0,0,0.02,0
15270,Dungeon Defenders,1/1/2011,14,8,641,0.02,0,0,0
15271,Final Fantasy XIV: Heavensward,1/1/2015,18,1,575,0.01,0,0.01,0
15272,Sniper Elite V2,1/1/2013,27,9,107,0,0.02,0,0
15273,World Neverland 2in1 Portable: Olerud Kingdom & Republic of Pluto,1/1/2008,20,10,265,0,0,0.02,0
15274,XGRA: Extreme G Racing Association,1/1/2003,8,7,113,0.02,0,0,0
15275,Command & Conquer: The First Decade,1/1/2006,14,12,239,0.01,0.01,0,0
15276,Thomas & Friends: Hero of the Rails,1/1/2010,26,4,641,0,0.02,0,0
15277,Taito Legends 2,1/1/2006,17,4,243,0.01,0.01,0,0
15278,World Championship Poker featuring Howard Lederer: All In,1/1/2006,26,4,107,0.02,0,0,0
15279,Kill.Switch,1/1/2004,7,9,677,0.02,0.01,0,0
15280,"Renai Banchou: Inochi Meishi, Koiseyo Otome! Love is Power!!!",1/1/2010,20,2,333,0,0,0.02,0
15281,Jinsei Game Wii,1/1/2007,26,4,598,0,0,0.02,0
15282,Heavy Fire: The Chosen Few 3D,1/1/2011,3,9,408,0.02,0,0,0
15283,Motto Hayaku! Seikaku Ni! Suu Sense Keisan Ryuoku Up Training - SuuTore,1/1/2008,5,4,163,0,0,0.02,0
15284,Hyakka Hyakurou: Sengoku Ninpoujou,1/1/2016,21,2,211,0,0,0.02,0
15285,Jake Hunter: Detective Chronicles,1/1/2008,5,2,124,0.02,0,0,0
15286,Gekka Ryouran Romance,1/1/2011,20,2,333,0,0,0.02,0
15287,Don Bradman Cricket 14,1/1/2014,18,11,628,0,0.02,0,0
15288,Guess the Logos,1/1/2004,30,6,553,0.02,0,0,0
15289,Ore no Yome: Anata Dake no Hanayome,1/1/2010,29,2,333,0,0,0.02,0
15290,Crime Scene,1/1/2009,5,2,475,0,0.02,0,0
15291,Military History: Commander - Europe at War,1/1/2009,20,12,559,0,0.01,0,0.01
15292,NightTruth: Explanation of the Paranormal - The Making of Nighttruth: Voice Selection,1/1/1996,22,4,564,0,0,0.02,0
15293,Final Approach 2: 1st Priority,1/1/2008,17,2,521,0,0,0.02,0
15294,Stormrise,1/1/2009,14,12,553,0,0.02,0,0
15295,Gochuumon wa Usagi Desu ka?? Wonderful Party!,1/1/2016,21,2,108,0,0,0.02,0
15296,Moujuutsukai to Oujisama: Snow Bride,1/1/2011,17,2,333,0,0,0.02,0
15297,Detective Jinguuji Saburo: Ronde Revenge,1/1/2012,3,1,136,0,0,0.02,0
15298,Casper: Spirit Dimensions,1/1/2002,8,5,603,0.02,0,0,0
15299,Meitantei Evangelion,1/1/2007,17,2,180,0,0,0.02,0
15300,Tsuyo Kiss 2 Portable,1/1/2010,20,2,462,0,0,0.02,0
15301,Butt-Ugly Martians: Zoom or Doom!,1/1/2002,17,7,656,0.01,0.01,0,0
15302,Mar Heaven: Karudea no Akuma,1/1/2006,5,8,382,0,0,0.02,0
15303,F1 2016 (Codemasters),1/1/2016,14,7,191,0,0.02,0,0
15304,Brain Dead 13,1/1/1996,16,2,190,0.01,0.01,0,0
15305,Spider-Man 3,1/1/2007,14,5,117,0.02,0,0,0
15306,Robotics;Notes,1/1/2012,29,2,108,0,0,0.02,0
15307,Hoppie,1/1/2011,5,5,361,0.02,0,0,0
15308,Rugby League Team Manager 2015,1/1/2015,14,1,127,0,0.02,0,0
15309,Shaberu! DS Oryouri Navi: Marugoto Teikoku Hotel: Saikouhou no Ryouri-chou ga Oshieru Katei Ryouri,1/1/2007,5,4,607,0,0,0.02,0
15310,The Lord of the Rings Online: Mines of Moria,1/1/2008,14,8,192,0,0.02,0,0
15311,T.A.C. Heroes : Big Red One,1/1/2010,5,12,582,0.02,0,0,0
15312,War Leaders: Clash of Nations,1/1/2009,14,12,186,0,0.02,0,0
15313,Dungeons & Dragons: Shadow over Mystara,1/1/2013,18,8,182,0,0,0.02,0
15314,The King of Fighters NeoWave,1/1/2006,30,3,561,0.02,0,0,0
15315,Super PickUps,1/1/2007,17,7,669,0.01,0.01,0,0
15316,Puzzle Quest: Challenge of the Warlords,1/1/2007,20,6,211,0.01,0,0,0
15317,Aquanaut's Holiday,1/1/1995,16,2,565,0.01,0.01,0,0
15318,Negima!? Chou Mahora Taisen Chuu: Checkiin Zenin Shuugou! Yappari Onsen Kichaimashitaa,1/1/2007,5,2,405,0,0,0.02,0
15319,Runaway: A Twist of Fate,,5,2,263,0,0.02,0,0
15320,Hot 'n' Cold,1/1/2009,5,1,400,0.02,0,0,0
15321,Nisenochigiri,1/1/2010,20,2,333,0,0,0.02,0
15322,Wakeboarding Unleashed Featuring Shaun Murray,1/1/2003,7,11,151,0.01,0.01,0,0
15323,The Testament of Sherlock Holmes,1/1/2012,29,2,263,0,0.02,0,0
15324,Kikou Heidan J-Phoenix: Cobalt Shoutaihen,1/1/2002,17,1,597,0,0,0.02,0
15325,Last Escort,1/1/2006,17,2,211,0,0,0.02,0
15326,Meikyuu Cross Blood: Reloaded,1/1/2011,29,1,641,0,0,0.02,0
15327,Livly Garden,1/1/2010,5,10,405,0,0,0.02,0
15328,Nicktoons Collection: Game Boy Advance Video Volume 3,1/1/2005,7,4,451,0.01,0.01,0,0
15329,Elminage III: Ankoku no Shito to Yaiyou no Kyuuden,1/1/2011,20,8,579,0,0,0.02,0
15330,Commando: Steel Disaster,1/1/2008,5,9,389,0.02,0,0,0
15331,Aria: The Natural ~Tooi Yume no Mirage~,1/1/2006,17,2,126,0,0,0.02,0
15332,Hellgate: London,1/1/2007,14,8,239,0,0.02,0,0
15333,Katekyoo Hitman Reborn! Dream Hyper Battle! Wii,1/1/2008,26,3,405,0,0,0.02,0
15334,The Awakened Fate Ultimatum,1/1/2014,18,8,472,0,0,0.02,0
15335,Gal Gun,1/1/2012,18,9,126,0,0,0.02,0
15336,Chuck E. Cheese's Super Collection,1/1/2011,26,1,636,0.02,0,0,0
15337,Hakuouki: Yuugi Roku DS,1/1/2011,5,2,333,0,0,0.02,0
15338,Mystery Tales 2: The Spirit Mask,1/1/2011,5,6,641,0,0.02,0,0
15339,Kung Fu Panda: Showdown of Legendary Legends,1/1/2015,3,1,393,0,0.02,0,0
15340,Shonen Jump's Shaman King: Master of Spirits 2,1/1/2005,7,8,382,0.01,0.01,0,0
15341,Dead Rising,1/1/2016,19,1,182,0.01,0,0,0
15342,Homefront: The Revolution,1/1/2016,14,9,219,0,0.02,0,0
15343,Toki no Kizuna: Hanayui Tsuzuri,1/1/2013,20,2,333,0,0,0.02,0
15344,The Technomancer,1/1/2016,31,8,263,0.01,0.01,0,0
15345,Rinne no Lagrange: Kamogawa Days,1/1/2012,18,2,452,0,0,0.02,0
15346,TOCA Race Driver 3,1/1/2006,14,7,191,0,0.02,0,0
15347,Airport Simulator,1/1/2011,14,10,641,0,0.02,0,0
15348,Casper's Scare School: Spooky Sports Day,1/1/2009,26,11,172,0.02,0,0,0
15349,Code R,1/1/1998,22,2,527,0,0,0.02,0
15350,The Idolmaster: Gravure For You! Vol.8,1/1/2012,18,1,452,0,0,0.02,0
15351,Disney Sports Football,1/1/2002,7,11,641,0.01,0.01,0,0
15352,Oil Rush,1/1/2012,14,12,331,0,0.02,0,0
15353,Cabela's Big Game Hunter: Pro Hunts,1/1/2014,27,9,117,0.02,0,0,0
15354,Chicken Hunter,1/1/2007,5,9,504,0.02,0,0,0
15355,Hakuoki: Shinkai - Furi no Shou,1/1/2015,21,1,333,0,0,0.02,0
15356,Demolition Company: Gold Edition,1/1/2011,14,10,451,0,0.02,0,0
15357,Headhunter: Redemption,1/1/2004,30,1,553,0.02,0,0,0
15358,Onechanbara Special,1/1/2011,20,1,211,0,0,0.02,0
15359,Daikaijuu Battle: Ultra Coliseum,1/1/2008,26,3,452,0,0,0.02,0
15360,Saki: Achiga-Hen Portable,1/1/2013,20,2,126,0,0,0.02,0
15361,Bella Sara 2 - The Magic of Drasilmare,1/1/2013,3,2,166,0,0.02,0,0
15362,Minna de Dokusho: Keatai Shousetsu Desu,1/1/2008,20,4,227,0,0,0.02,0
15363,Polar Bowler,1/1/2008,5,11,447,0.02,0,0,0
15364,Prehistorik Man,1/1/2001,7,5,615,0.01,0.01,0,0
15365,F1 2002,1/1/2002,7,7,220,0.01,0.01,0,0
15366,Chicago Enforcer,1/1/2005,30,9,375,0.02,0,0,0
15367,Jinguuji Saburou DS: Akai Chou,1/1/2010,5,2,136,0,0,0.02,0
15368,Dance Dance Revolution Extra Mix,1/1/2001,16,10,382,0,0,0.02,0
15369,UnchainBlades EXXiV,1/1/2012,20,8,275,0,0,0.02,0
15370,Princess Isabella: A Witch's Curse,1/1/2010,26,2,221,0.02,0,0,0
15371,Meitantei Conan: Kieta Hakase to Machigai Sagashi no Tou,1/1/2008,5,2,452,0,0,0.02,0
15372,The Legend of Heroes: Trails in the Sky Third Chapter,1/1/2016,21,8,468,0,0,0.02,0
15373,Pippa Funnell: Ranch Rescue,1/1/2007,26,2,633,0,0.02,0,0
15374,Jewel Link: Galactic Quest,1/1/2012,5,1,159,0,0.02,0,0
15375,Super Bowling,1/1/1999,11,11,155,0.02,0,0,0
15376,Rat Attack!,1/1/2000,11,6,435,0.02,0,0,0
15377,Kawaii Koinu DS 3,1/1/2010,5,10,444,0,0,0.02,0
15378,Chuugen no Hasha: Sangoku Shouseiden,1/1/2006,20,12,452,0,0,0.02,0
15379,Chevrolet Camaro: Wild Ride,1/1/2010,5,7,582,0.02,0,0,0
15380,The Sims 2: Happy Holiday Stuff,1/1/2006,14,10,239,0.01,0.01,0,0
15381,Largo Winch .// Commando Sar,1/1/2002,16,2,633,0.01,0.01,0,0
15382,Joker no Kuni no Alice: Wonderful Wonder World,1/1/2011,20,2,526,0,0,0.02,0
15383,Cross Treasures,1/1/2009,5,8,575,0,0,0.02,0
15384,Ruff Trigger: The Vanocore Conspiracy,1/1/2006,17,5,453,0.01,0.01,0,0
15385,Silent Bomber,1/1/1999,16,1,653,0.01,0.01,0,0
15386,Samurai & Dragons,1/1/2012,21,1,553,0,0,0.02,0
15387,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.7,1/1/2015,18,4,452,0,0,0.02,0
15388,Elminage Original: Majo to Megami to Kamigami no Yubiwa,1/1/2011,20,8,579,0,0,0.02,0
15389,TalkMan,1/1/2006,20,4,565,0,0,0.02,0
15390,XGRA: Extreme G Racing Association,1/1/2003,30,7,113,0.02,0,0,0
15391,Uta no * Prince-Sama,1/1/2010,20,2,180,0,0,0.02,0
15392,Ridge Racer Unbounded,1/1/2012,14,7,452,0,0.02,0,0
15393,Elminage Gothic: Ulm Zakir to Yami no Gishiki,1/1/2012,20,8,579,0,0,0.02,0
15394,Planetarium Creator Ohira Takayuki Kanshuu: HomeStar Portable - 21st Century Star Navigator,1/1/2006,20,4,553,0,0,0.02,0
15395,Crayon Shin-Chan: Uchuu de Achoo!? Yuujou no Oba-Karate!!,1/1/2011,3,1,452,0,0,0.02,0
15396,Invizimals: The Resistance,1/1/2014,21,8,565,0,0.02,0,0
15397,Anima - Gate of Memories,1/1/2016,19,1,158,0,0.02,0,0
15398,B-17: Fortress in the Sky,1/1/2007,5,10,231,0.02,0,0,0
15399,Mushishi: Amefuru Sato,1/1/2008,5,10,405,0,0,0.02,0
15400,Arcana Famiglia: Vascello Phantasma no Majutsushi,1/1/2012,20,1,195,0,0,0.02,0
15401,The Legend of Heroes: Trails in the Sky Second Chapter,1/1/2013,18,8,259,0,0,0.02,0
15402,Motocross Mania 3,1/1/2005,30,7,599,0.01,0,0,0
15403,Psycho-Pass: Mandatory Happiness,1/1/2016,21,2,472,0,0.01,0.01,0
15404,ESPN MLS ExtraTime 2002,1/1/2002,8,11,382,0.02,0,0,0
15405,Winning Post 7: Maximum 2007,1/1/2007,17,11,607,0,0,0.02,0
15406,Resident Evil: Umbrella Corps,1/1/2016,19,1,182,0,0,0.02,0
15407,Strike Witches: Anata to Dekiru Koto - A Little Peaceful Days,1/1/2010,17,1,545,0,0,0.02,0
15408,Vitamin R,1/1/2013,20,2,211,0,0,0.02,0
15409,Fist of the North Star: Ken's Rage 2,1/1/2013,27,3,607,0,0,0.02,0
15410,Maximum Racing: Crash Car Racer,1/1/2010,26,7,477,0.01,0.01,0,0
15411,Dragon Ball Z: Buu's Fury / Dragon Ball GT: Transformation,1/1/2006,7,1,154,0.01,0.01,0,0
15412,Deus Ex: Mankind Divided,1/1/2016,14,8,575,0,0.02,0,0
15413,Guitar Freaks V2 & DrumMania V2,1/1/2006,17,10,382,0,0,0.02,0
15414,Backyard Baseball '09,1/1/2008,17,11,154,0.01,0.01,0,0
15415,Puzzle City,1/1/2009,5,6,221,0.02,0,0,0
15416,Gakuen K: Wonderful School Days,1/1/2014,20,2,333,0,0,0.02,0
15417,Worms,1/1/2007,29,12,428,0,0.02,0,0
15418,RollerCoaster Tycoon World,1/1/2016,14,10,154,0,0.02,0,0
15419,Pastel Chime Continue,1/1/2010,20,2,108,0,0,0.02,0
15420,Trapped Dead,1/1/2011,14,12,331,0,0.02,0,0
15421,Super Fruit Fall,1/1/2006,26,6,593,0.01,0,0,0
15422,Zwei!!,1/1/2008,20,8,259,0,0,0.02,0
15423,Pump It Up: Exceed,1/1/2005,30,4,408,0.01,0,0,0
15424,Ro-Kyu-Bu! Lost Secret,1/1/2013,20,2,369,0,0,0.02,0
15425,CV Casting Voice,1/1/2014,18,2,452,0,0,0.02,0
15426,Littlest Pet Shop,1/1/2008,14,10,239,0,0.02,0,0
15427,Net High,1/1/2015,21,2,404,0,0,0.02,0
15428,Malice,1/1/2004,17,5,255,0.01,0.01,0,0
15429,Defendin' De Penguin,1/1/2008,5,12,679,0.02,0,0,0
15430,The Sims 2: Family Fun Stuff,1/1/2006,14,10,239,0,0.01,0,0
15431,Sega Ages 2500 Series Vol. 32: Phantasy Star Complete Collection,1/1/2008,17,8,553,0,0,0.02,0
15432,Worldwide Soccer Manager 2007,1/1/2006,14,11,553,0,0.02,0,0
15433,Heroes of the Pacific,1/1/2005,14,10,191,0,0.02,0,0
15434,Kokoro Connect: Yochi Random,1/1/2012,20,1,452,0,0,0.02,0
15435,Tenkai Knights: Brave Battle,1/1/2014,3,1,452,0.01,0.01,0,0
15436,Mount & Blade: Warband,1/1/2010,14,8,498,0.01,0.01,0,0
15437,Horrid Henry: Missions of Mischief,1/1/2010,26,2,570,0,0.02,0,0
15438,Dark Tales: Edgar Allan Poe's The Premature Burial,1/1/2012,14,6,264,0,0.02,0,0
15439,Painkiller: Hell & Damnation,1/1/2013,29,9,477,0,0.01,0,0
15440,Resident Evil Zero,1/1/2016,14,1,182,0.01,0.01,0,0
15441,Warship Gunner 2 Portable,1/1/2009,20,10,607,0,0,0.02,0
15442,Nervous Brickdown,1/1/2007,5,6,238,0,0.01,0,0
15443,Downtown Nekketsu Jidaigek,1/1/2015,3,1,136,0,0,0.02,0
15444,Mini Ninjas,1/1/2009,14,1,238,0,0.02,0,0
15445,Legend of Kay Anniversary,1/1/2015,19,1,477,0,0.02,0,0
15446,NHL 09,1/1/2008,14,11,239,0,0.02,0,0
15447,Spanish for Everyone!,1/1/2007,5,6,117,0.02,0,0,0
15448,Battle Princess of Arcadias,1/1/2013,18,8,472,0,0,0.02,0
15449,Nobunaga's Ambition: Tenshouki with Power-Up Kit HD Version,1/1/2015,21,12,607,0,0,0.02,0
15450,Germany's Next Topmodel 2011,1/1/2011,26,10,109,0,0.02,0,0
15451,Uchuu Keiji Tamashii: The Space Sheriff Spirits,1/1/2006,17,1,452,0,0,0.02,0
15452,Angelique Retour,1/1/2015,21,1,607,0,0,0.02,0
15453,Winx Club: Saving Alfea,1/1/2014,5,1,452,0.02,0,0,0
15454,UFO: Trilogy,1/1/2007,14,12,641,0,0.02,0,0
15455,Mount & Blade Collection,1/1/2012,14,8,498,0,0.02,0,0
15456,Car Battler Joe,1/1/2001,7,8,649,0.01,0.01,0,0
15457,Vietcong,1/1/2003,14,9,289,0,0.02,0,0
15458,StormLover Karen!!,1/1/2011,20,2,211,0,0,0.02,0
15459,Digimon Rumble Arena 2,1/1/2004,30,3,154,0.01,0,0,0
15460,Steins;Gate: Hiyoku Renri no Darling,1/1/2012,18,2,108,0,0,0.02,0
15461,Ten Pin Alley 2,1/1/2008,26,11,669,0.02,0,0,0
15462,Coded Soul: Uke Keigareshi Idea,1/1/2008,20,8,565,0,0,0.02,0
15463,Starship Troopers,1/1/2005,14,9,243,0,0.02,0,0
15464,AIR,1/1/2007,20,2,522,0,0,0.02,0
15465,Crysis: Warhead,1/1/2008,14,9,239,0,0.02,0,0
15466,Hana to Otome ni Shukufuku o: Harekaze no Okurimono,1/1/2010,17,2,126,0,0,0.02,0
15467,Dino Dini's Kick Off Revival,1/1/2016,19,11,158,0,0.02,0,0
15468,Garfield Gets Real,1/1/2009,5,1,679,0,0.02,0,0
15469,Mighty No. 9,1/1/2016,27,5,219,0.01,0.01,0,0
15470,Atlantic Quest,1/1/2011,14,6,158,0,0.02,0,0
15471,Tycoon City: New York,1/1/2006,14,12,154,0,0.02,0,0
15472,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.5,1/1/2015,18,1,452,0,0,0.02,0
15473,Agatha Christie: The ABC Murders,1/1/2016,14,2,426,0,0.02,0,0
15474,Virtua Pro Football,1/1/2006,17,11,553,0,0,0.02,0
15475,Date-A-Live Twin Edition: Rio Reincarnation,1/1/2015,21,1,198,0,0,0.02,0
15476,Adidas Power Soccer 98,1/1/1998,16,11,523,0.01,0.01,0,0
15477,Natsuiro High School: Seishun Hakusho,1/1/2015,19,1,211,0,0,0.02,0
15478,Black Rose Valkyrie,1/1/2016,19,8,333,0,0,0.02,0
15479,Yu-Gi-Oh! 5D's Wheelie Breakers (JP sales),,26,7,641,0,0,0.02,0
15480,Heroes VS,1/1/2013,20,3,452,0,0,0.02,0
15481,Kazoku Keikaku,1/1/2010,20,2,209,0,0,0.02,0
15482,Sotsugyou II: Neo Generation Special,1/1/1995,2,10,341,0,0,0.02,0
15483,"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",1/1/2009,14,9,117,0.02,0,0,0
15484,Agatha Christie's The ABC Murders,1/1/2016,19,2,426,0.01,0.01,0,0
15485,Tom Clancy's Splinter Cell Classic Trilogy HD,1/1/2011,18,1,633,0.02,0,0,0
15486,Aoishiro,1/1/2008,17,2,584,0,0,0.02,0
15487,Rainbow Islands Revolution,1/1/2005,5,5,540,0.01,0,0,0
15488,"Warhammer 40,000: Dawn of War: Soulstorm",1/1/2008,14,12,615,0,0.02,0,0
15489,Virtual Kasparov,1/1/2002,7,12,618,0.01,0.01,0,0
15490,Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,1/1/2005,30,5,298,0.01,0,0,0
15491,Dynasty Warriors 8: Empires,1/1/2015,21,1,607,0,0,0.02,0
15492,Mary King's Riding School,1/1/2008,5,10,293,0,0.02,0,0
15493,Devil Survivor: Over Clock,1/1/2015,3,12,156,0,0,0.02,0
15494,PC Engine Best Collection: Tengai Makyou Collection,1/1/2008,20,8,328,0,0,0.02,0
15495,Commandos 3: Destination Berlin,1/1/2003,14,12,238,0,0.02,0,0
15496,Otoko Yukaku,1/1/2015,21,1,211,0,0,0.02,0
15497,Speed Kings,1/1/2003,8,7,113,0.01,0,0,0
15498,Spirits and Demons: 5 Game Pack,1/1/2015,14,4,264,0,0.02,0,0
15499,Rose to Tasogare no Kojou,1/1/2016,21,1,472,0,0,0.02,0
15500,Army Rescue,1/1/2009,26,9,636,0.02,0,0,0
15501,Azada,1/1/2012,3,6,390,0,0.02,0,0
15502,ESPN MLS ExtraTime 2002,1/1/2002,30,11,382,0.01,0,0,0
15503,Zettai Meikyuu Grimm: Nanatsu no Kagi to Rakuen no Otome,1/1/2010,20,4,374,0,0,0.02,0
15504,Dreamer Series: Horse Trainer,1/1/2008,5,10,229,0.02,0,0,0
15505,Hogs of War,1/1/2000,16,12,346,0.01,0.01,0,0
15506,Katekyoo Hitman Reborn! Dream Hyper Battle!,1/1/2007,17,3,405,0,0,0.02,0
15507,Muchi Muchi Pork & Pink Sweets,1/1/2011,29,9,183,0,0,0.02,0
15508,Point Blank 3,1/1/2000,16,9,452,0.01,0.01,0,0
15509,Meiji Toukyou Renka,1/1/2013,20,2,180,0,0,0.02,0
15510,Sengoku Basara: Sanada Yukimura-Den,1/1/2016,18,1,182,0,0,0.02,0
15511,Hakuoki: Shinkai - Hana no Shou,1/1/2016,21,2,333,0,0,0.02,0
15512,Mushihimesama,1/1/2012,29,1,183,0,0,0.02,0
15513,Uru: Ages Beyond Myst,1/1/2003,14,2,633,0,0.02,0,0
15514,Higurashi no Naku Koro ni: Jan,1/1/2009,20,4,133,0,0,0.02,0
15515,Soukoku no Kusabi: Hiiro no Kakera 3 - Ashita e no Tobira,1/1/2012,20,1,333,0,0,0.02,0
15516,Elvandia Story,1/1/2007,17,8,571,0,0,0.02,0
15517,Triggerheart Excelica Enhanced,1/1/2009,17,9,126,0,0,0.02,0
15518,Puzzle Star Sweep,1/1/1997,16,6,429,0.01,0.01,0,0
15519,Battle Spirits: Kiseki no Hasha,1/1/2009,20,8,452,0,0,0.02,0
15520,X-Plane 10 Global,1/1/2013,14,10,121,0,0.02,0,0
15521,Chrysler Classic Racing,1/1/2008,5,7,678,0.02,0,0,0
15522,The Conveni 4,1/1/2006,17,10,314,0,0,0.02,0
15523,The Cheetah Girls,1/1/2006,7,4,226,0.01,0,0,0
15524,Charlie's Angels,1/1/2003,8,1,633,0.01,0,0,0
15525,WRC 2: FIA World Rally Championship,1/1/2011,14,7,633,0,0.01,0,0
15526,uDraw Studio: Instant Artist,1/1/2011,29,4,615,0.01,0.01,0,0
15527,Seitokai no Ichizon: DS-suru Seitokai,1/1/2010,5,2,369,0,0,0.02,0
15528,Teenage Mutant Ninja Turtles Double Pack,1/1/2006,7,1,382,0.01,0,0,0
15529,Prism Ark: Awake,1/1/2008,17,2,108,0,0,0.02,0
15530,Rozen Maiden: Duellwalzer,1/1/2006,17,2,596,0,0,0.02,0
15531,Rugby 06,1/1/2006,30,11,239,0.01,0,0,0
15532,Marvel Avengers: Battle for Earth,1/1/2012,29,1,633,0.02,0,0,0
15533,Winter Blast: 9 Snow & Ice Games,1/1/2010,26,11,221,0.02,0,0,0
15534,Natsuiro High School: Seishun Hakusho,1/1/2015,18,1,211,0,0,0.02,0
15535,Kamen Rider: Battride War II,1/1/2014,27,1,452,0,0,0.02,0
15536,Shrek / Shark Tale Game Boy Advance Video,1/1/2006,7,4,317,0.01,0,0,0
15537,Urban Chaos: Riot Response,1/1/2006,30,9,238,0.01,0,0,0
15538,Ginga Fukei Densetsu: Sapphire,1/1/1995,25,9,328,0,0,0.02,0
15539,Katekyoo Hitman Reborn!! Let's Ansatsu!? Nerawareta 10 Daime!,1/1/2007,17,1,405,0,0,0.02,0
15540,The Mummy,1/1/2002,7,1,633,0.01,0,0,0
15541,Guitar Freaks V3 & DrumMania V3,1/1/2007,17,10,382,0,0,0.02,0
15542,The Talos Principle,1/1/2015,19,6,223,0,0.02,0,0
15543,The Crow: City of Angels,1/1/1997,16,1,113,0.01,0.01,0,0
15544,Legendary,1/1/2008,14,9,154,0,0.01,0,0
15545,Snow Portable,1/1/2007,20,2,522,0,0,0.02,0
15546,Poyo Poyo Kansatsu Nikki,1/1/2012,3,1,335,0,0,0.02,0
15547,Jinsei Game DS,1/1/2006,5,4,156,0,0,0.02,0
15548,Guitar Freaks & DrumMania: Masterpiece Gold,1/1/2007,17,10,382,0,0,0.02,0
15549,Broken Sword: The Sleeping Dragon,1/1/2003,30,2,615,0.01,0,0,0
15550,Reversal Challenge,1/1/2009,5,4,621,0.02,0,0,0
15551,Wild West Shootout,1/1/2010,26,9,641,0.01,0.01,0,0
15552,Miyako,1/1/2010,20,2,333,0,0,0.02,0
15553,Motto NUGA-CEL!,1/1/2010,20,2,333,0,0,0.02,0
15554,Yu-Gi-Oh! GX: The Beginning of Destiny (JP sales),1/1/2007,17,12,382,0,0,0.02,0
15555,11eyes: CrossOver,1/1/2010,20,2,108,0,0,0.02,0
15556,Super Dodge Ball,1/1/1995,13,11,605,0,0,0.02,0
15557,Tsuki ni Yori Sou Otome no Sahou: Hidamari no Hibi,1/1/2015,21,2,228,0,0,0.02,0
15558,Gon: BakuBakuBakuBaku Adventure,1/1/2012,3,1,452,0,0,0.02,0
15559,Style Book: Junior City,1/1/2006,5,4,452,0,0,0.02,0
15560,Amatsumi Sora ni! Kumo no Hatate ni,1/1/2015,21,2,522,0,0,0.02,0
15561,Garfield's Nightmare,1/1/2007,5,5,282,0.01,0,0,0
15562,Earth Seeker,1/1/2011,26,8,369,0,0,0.02,0
15563,Downtown Nekketsu Koushinkyoku: Soreyuke Daiundoukai All-Star Special,1/1/2015,18,1,136,0,0,0.02,0
15564,Lovely x Cation 1 & 2,1/1/2015,21,1,108,0,0,0.02,0
15565,Barbie as the Princess and the Pauper,1/1/2004,7,2,656,0.01,0,0,0
15566,Blood Bowl: Legendary Edition,1/1/2010,14,11,263,0,0.01,0,0
15567,Tantei Opera: Milky Holmes,1/1/2010,20,2,641,0,0,0.02,0
15568,Pirates of the Burning Sea,1/1/2008,14,8,380,0,0.01,0,0
15569,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.8,1/1/2016,18,4,452,0,0,0.02,0
15570,Mary King's Riding School 2,1/1/2009,26,10,429,0,0.02,0,0
15571,Micro Machines V4,1/1/2006,20,7,191,0.01,0,0,0
15572,Entaku no Seito: The Eternal Legend,1/1/2012,20,8,368,0,0,0.02,0
15573,New Atelier Rorona: Hajimari no Monogatari,1/1/2015,3,1,607,0,0,0.02,0
15574,WorldShift,1/1/2009,14,12,509,0.02,0,0,0
15575,The Crew: Wild Run,1/1/2015,14,1,633,0,0.02,0,0
15576,Casper's Scare School: Spooky Sports Day,1/1/2009,5,11,172,0.02,0,0,0
15577,7 Roses: A Darkness Rises,1/1/2015,14,4,159,0,0.02,0,0
15578,My Hero: Doctor,1/1/2009,5,1,400,0.02,0,0,0
15579,Sega Ages 2500 Series Vol. 29: Monster World Complete Collection,1/1/2007,17,8,553,0,0,0.02,0
15580,Bakumatsu Rock: Ultra Soul,1/1/2014,21,4,405,0,0,0.02,0
15581,Metal Fight Beyblade Portable: Chouzetsu Tensei Vulcan Horses,1/1/2010,20,1,598,0,0,0.02,0
15582,Cabela's Alaskan Adventure,,17,11,641,0.01,0.01,0,0
15583,Elf Bowling 1 & 2,1/1/2005,5,11,336,0.02,0,0,0
15584,Niko Puchi Girls Runway,1/1/2015,3,4,315,0,0,0.02,0
15585,MotoGP 14,1/1/2014,21,7,433,0,0.01,0,0
15586,Bomberman 2,1/1/2008,5,6,328,0,0.01,0,0
15587,Arabians Lost: The Engagement on Desert,1/1/2007,17,2,522,0,0,0.02,0
15588,Densha de Go! Tokubetsu-hen: Fukkatsu Shouwa no Yamatesen,1/1/2010,5,10,575,0,0,0.02,0
15589,Summon Night Granthese: Horobi no Ken to Yakusoku no Kishi,1/1/2010,17,8,452,0,0,0.02,0
15590,Gakken DS: Shin TOEIC Test Kanzen Kouryaku,1/1/2007,5,4,280,0,0,0.02,0
15591,SD Gundam Sangokuden Brave Battle Warriors: Shin Mirisha Taisen,1/1/2010,5,1,452,0,0,0.02,0
15592,Peggle Nights,1/1/2008,14,6,516,0,0.01,0,0
